neighbourhood_group,room_type,price,availability_365
Queens,Entire home_apt,275,335
Brooklyn,Entire home_apt,150,92
Brooklyn,Entire home_apt,200,253
Manhattan,Entire home_apt,230,5
Brooklyn,Private room,65,0
Brooklyn,Entire home_apt,149,0
Manhattan,Entire home_apt,690,0
Manhattan,Private room,53,0
Brooklyn,Private room,245,0
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,275,0
Manhattan,Entire home_apt,113,0
Queens,Private room,56,0
Queens,Entire home_apt,268,154
Brooklyn,Private room,75,0
Manhattan,Private room,82,0
Brooklyn,Private room,65,0
Brooklyn,Entire home_apt,71,0
Brooklyn,Private room,89,334
Staten Island,Private room,59,351
Brooklyn,Private room,50,0
Brooklyn,Entire home_apt,100,0
Manhattan,Private room,55,0
Queens,Entire home_apt,69,0
Manhattan,Private room,35,0
Manhattan,Private room,108,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Private room,75,347
Manhattan,Entire home_apt,99,0
Brooklyn,Private room,80,0
Brooklyn,Entire home_apt,158,28
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,250,0
Brooklyn,Private room,100,0
Manhattan,Entire home_apt,299,116
Manhattan,Private room,65,0
Manhattan,Entire home_apt,175,0
Brooklyn,Entire home_apt,90,0
Brooklyn,Private room,120,0
Brooklyn,Entire home_apt,150,25
Queens,Private room,61,0
Manhattan,Private room,175,22
Brooklyn,Entire home_apt,150,0
Queens,Private room,80,154
Brooklyn,Entire home_apt,100,81
Staten Island,Entire home_apt,75,175
Manhattan,Private room,500,0
Queens,Entire home_apt,115,0
Manhattan,Private room,150,0
Queens,Entire home_apt,110,0
Manhattan,Private room,160,0
Manhattan,Entire home_apt,230,0
Queens,Entire home_apt,120,0
Queens,Entire home_apt,110,305
Brooklyn,Entire home_apt,80,195
Manhattan,Entire home_apt,199,0
Manhattan,Entire home_apt,280,69
Manhattan,Entire home_apt,140,0
Brooklyn,Private room,50,188
Brooklyn,Private room,40,0
Brooklyn,Entire home_apt,200,2
Brooklyn,Entire home_apt,1095,240
Brooklyn,Private room,56,16
Queens,Private room,80,95
Brooklyn,Entire home_apt,154,0
Brooklyn,Private room,63,0
Brooklyn,Private room,125,0
Brooklyn,Entire home_apt,99,91
Manhattan,Entire home_apt,265,0
Brooklyn,Private room,65,0
Brooklyn,Entire home_apt,199,72
Queens,Private room,45,0
Manhattan,Private room,69,0
Brooklyn,Private room,65,130
Manhattan,Entire home_apt,82,0
Brooklyn,Entire home_apt,249,177
Manhattan,Entire home_apt,220,0
Brooklyn,Entire home_apt,95,20
Brooklyn,Private room,34,71
Brooklyn,Entire home_apt,190,215
Manhattan,Entire home_apt,160,0
Manhattan,Private room,85,0
Brooklyn,Private room,38,193
Manhattan,Private room,58,0
Manhattan,Entire home_apt,179,235
Queens,Private room,40,164
Brooklyn,Private room,45,36
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,200,359
Manhattan,Entire home_apt,125,0
Queens,Private room,50,220
Queens,Private room,60,0
Manhattan,Private room,70,0
Manhattan,Private room,88,0
Manhattan,Entire home_apt,370,0
Manhattan,Private room,100,125
Manhattan,Entire home_apt,122,0
Brooklyn,Private room,50,89
Queens,Shared room,60,248
Brooklyn,Private room,50,0
Manhattan,Private room,60,61
Brooklyn,Private room,53,357
Brooklyn,Entire home_apt,150,0
Manhattan,Private room,75,11
Brooklyn,Entire home_apt,129,74
Brooklyn,Entire home_apt,250,5
Manhattan,Private room,98,0
Manhattan,Entire home_apt,99,0
Queens,Entire home_apt,120,6
Manhattan,Private room,120,231
Brooklyn,Private room,60,0
Queens,Private room,89,0
Bronx,Private room,40,51
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,89,359
Queens,Entire home_apt,49,24
Brooklyn,Private room,60,47
Manhattan,Entire home_apt,500,214
Bronx,Private room,75,358
Manhattan,Entire home_apt,169,362
Brooklyn,Entire home_apt,150,0
Manhattan,Entire home_apt,120,4
Brooklyn,Entire home_apt,165,0
Manhattan,Private room,72,0
Manhattan,Entire home_apt,120,3
Brooklyn,Entire home_apt,275,35
Queens,Entire home_apt,130,117
Staten Island,Entire home_apt,90,179
Staten Island,Entire home_apt,105,358
Manhattan,Entire home_apt,190,181
Manhattan,Entire home_apt,82,0
Brooklyn,Private room,69,166
Manhattan,Private room,99,0
Brooklyn,Private room,58,0
Brooklyn,Entire home_apt,100,30
Brooklyn,Entire home_apt,121,179
Brooklyn,Private room,95,342
Brooklyn,Entire home_apt,389,64
Brooklyn,Entire home_apt,90,0
Manhattan,Private room,75,0
Brooklyn,Entire home_apt,150,4
Brooklyn,Private room,35,0
Brooklyn,Private room,45,0
Staten Island,Entire home_apt,150,0
Manhattan,Entire home_apt,190,190
Brooklyn,Entire home_apt,199,89
Bronx,Private room,35,284
Queens,Private room,75,342
Queens,Private room,40,0
Manhattan,Private room,99,0
Brooklyn,Private room,75,0
Queens,Private room,40,279
Brooklyn,Entire home_apt,180,0
Brooklyn,Private room,91,0
Brooklyn,Private room,55,0
Manhattan,Private room,120,0
Manhattan,Private room,69,29
Manhattan,Private room,60,0
Manhattan,Entire home_apt,333,210
Queens,Private room,50,246
Queens,Private room,60,90
Queens,Entire home_apt,150,309
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,89,364
Manhattan,Entire home_apt,135,0
Queens,Entire home_apt,115,343
Queens,Entire home_apt,100,324
Manhattan,Private room,76,0
Brooklyn,Entire home_apt,110,0
Brooklyn,Private room,60,0
Queens,Private room,40,226
Brooklyn,Private room,50,0
Queens,Private room,49,0
Manhattan,Entire home_apt,200,0
Manhattan,Entire home_apt,65,0
Brooklyn,Private room,68,0
Manhattan,Entire home_apt,199,0
Queens,Private room,80,0
Queens,Private room,50,0
Queens,Private room,78,291
Brooklyn,Private room,65,254
Brooklyn,Private room,55,298
Manhattan,Private room,63,315
Queens,Private room,43,364
Manhattan,Private room,140,0
Bronx,Entire home_apt,72,129
Queens,Entire home_apt,199,61
Brooklyn,Private room,90,110
Queens,Private room,55,248
Brooklyn,Entire home_apt,120,0
Manhattan,Entire home_apt,135,0
Brooklyn,Private room,80,116
Manhattan,Private room,154,27
Manhattan,Entire home_apt,175,0
Manhattan,Entire home_apt,80,0
Brooklyn,Private room,50,2
Manhattan,Entire home_apt,125,220
Brooklyn,Entire home_apt,150,0
Manhattan,Private room,174,65
Brooklyn,Private room,40,0
Bronx,Private room,45,325
Manhattan,Private room,100,0
Brooklyn,Private room,50,0
Brooklyn,Entire home_apt,115,33
Manhattan,Entire home_apt,175,0
Manhattan,Entire home_apt,130,361
Queens,Entire home_apt,63,257
Brooklyn,Entire home_apt,130,0
Manhattan,Entire home_apt,275,137
Manhattan,Entire home_apt,130,275
Manhattan,Entire home_apt,154,0
Brooklyn,Private room,43,14
Brooklyn,Shared room,225,87
Brooklyn,Private room,60,165
Queens,Private room,60,0
Manhattan,Entire home_apt,180,0
Brooklyn,Private room,150,102
Brooklyn,Entire home_apt,169,0
Brooklyn,Entire home_apt,83,348
Queens,Private room,40,354
Queens,Private room,75,0
Brooklyn,Entire home_apt,89,0
Brooklyn,Entire home_apt,150,0
Brooklyn,Entire home_apt,68,332
Manhattan,Entire home_apt,200,280
Brooklyn,Entire home_apt,144,0
Brooklyn,Entire home_apt,150,0
Manhattan,Private room,75,0
Brooklyn,Entire home_apt,150,4
Manhattan,Private room,105,75
Manhattan,Entire home_apt,350,332
Brooklyn,Entire home_apt,200,0
Brooklyn,Entire home_apt,150,312
Queens,Private room,98,123
Brooklyn,Entire home_apt,122,226
Brooklyn,Private room,90,0
Brooklyn,Entire home_apt,450,0
Queens,Entire home_apt,125,0
Manhattan,Private room,185,103
Manhattan,Private room,359,0
Queens,Private room,39,327
Queens,Private room,65,98
Queens,Private room,60,311
Brooklyn,Entire home_apt,170,280
Brooklyn,Private room,60,0
Manhattan,Entire home_apt,200,0
Queens,Entire home_apt,50,23
Manhattan,Entire home_apt,206,0
Queens,Private room,50,0
Manhattan,Entire home_apt,222,365
Manhattan,Entire home_apt,175,342
Brooklyn,Entire home_apt,90,35
Brooklyn,Entire home_apt,196,154
Manhattan,Entire home_apt,170,278
Queens,Private room,70,75
Manhattan,Entire home_apt,899,161
Queens,Private room,78,88
Manhattan,Entire home_apt,399,0
Manhattan,Entire home_apt,120,0
Brooklyn,Private room,55,0
Brooklyn,Entire home_apt,189,0
Brooklyn,Entire home_apt,95,0
Queens,Private room,70,0
Brooklyn,Private room,60,72
Brooklyn,Private room,45,0
Brooklyn,Entire home_apt,120,227
Staten Island,Private room,37,306
Brooklyn,Entire home_apt,125,0
Brooklyn,Private room,50,9
Brooklyn,Entire home_apt,75,0
Manhattan,Entire home_apt,80,311
Brooklyn,Private room,60,0
Manhattan,Private room,68,253
Brooklyn,Entire home_apt,300,31
Brooklyn,Private room,75,0
Queens,Private room,89,317
Brooklyn,Private room,53,0
Queens,Private room,62,327
Brooklyn,Entire home_apt,100,96
Manhattan,Entire home_apt,300,12
Brooklyn,Entire home_apt,83,0
Brooklyn,Private room,60,0
Brooklyn,Private room,30,0
Queens,Entire home_apt,118,87
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,92,43
Brooklyn,Entire home_apt,99,255
Brooklyn,Entire home_apt,124,0
Queens,Private room,45,133
Brooklyn,Entire home_apt,175,0
Manhattan,Entire home_apt,147,72
Brooklyn,Entire home_apt,75,72
Queens,Entire home_apt,99,267
Queens,Entire home_apt,120,0
Brooklyn,Private room,47,0
Brooklyn,Entire home_apt,157,223
Brooklyn,Private room,80,206
Brooklyn,Private room,69,0
Brooklyn,Entire home_apt,250,312
Manhattan,Entire home_apt,175,64
Bronx,Private room,45,280
Manhattan,Entire home_apt,80,0
Brooklyn,Entire home_apt,217,14
Manhattan,Entire home_apt,129,0
Manhattan,Entire home_apt,199,0
Bronx,Private room,119,0
Brooklyn,Entire home_apt,195,0
Manhattan,Private room,80,0
Manhattan,Entire home_apt,126,0
Brooklyn,Private room,55,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Private room,59,0
Manhattan,Private room,51,0
Brooklyn,Private room,250,260
Brooklyn,Private room,150,177
Brooklyn,Entire home_apt,800,0
Manhattan,Private room,140,54
Brooklyn,Private room,95,0
Manhattan,Entire home_apt,600,174
Manhattan,Private room,40,0
Queens,Private room,85,76
Manhattan,Entire home_apt,150,4
Brooklyn,Private room,60,0
Manhattan,Entire home_apt,149,0
Brooklyn,Private room,40,0
Manhattan,Private room,69,0
Manhattan,Entire home_apt,300,89
Brooklyn,Entire home_apt,149,0
Manhattan,Private room,120,149
Brooklyn,Private room,40,0
Manhattan,Entire home_apt,270,0
Manhattan,Entire home_apt,200,10
Manhattan,Entire home_apt,120,0
Brooklyn,Private room,50,93
Manhattan,Entire home_apt,290,341
Brooklyn,Entire home_apt,100,323
Brooklyn,Entire home_apt,250,133
Queens,Private room,45,97
Brooklyn,Entire home_apt,85,5
Manhattan,Entire home_apt,300,265
Queens,Private room,35,0
Manhattan,Private room,55,0
Brooklyn,Entire home_apt,225,67
Brooklyn,Entire home_apt,78,82
Brooklyn,Private room,49,311
Manhattan,Entire home_apt,130,332
Brooklyn,Entire home_apt,115,3
Brooklyn,Private room,59,0
Brooklyn,Private room,32,0
Brooklyn,Private room,45,34
Brooklyn,Private room,70,0
Brooklyn,Entire home_apt,99,311
Queens,Entire home_apt,105,285
Queens,Entire home_apt,160,0
Manhattan,Entire home_apt,114,0
Brooklyn,Private room,55,0
Queens,Entire home_apt,120,90
Brooklyn,Private room,55,151
Queens,Private room,160,0
Brooklyn,Entire home_apt,110,4
Manhattan,Private room,60,13
Manhattan,Entire home_apt,130,310
Manhattan,Shared room,115,7
Manhattan,Entire home_apt,150,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Private room,85,0
Queens,Private room,55,57
Brooklyn,Private room,55,30
Manhattan,Private room,90,0
Manhattan,Private room,80,0
Brooklyn,Private room,150,0
Manhattan,Entire home_apt,350,0
Brooklyn,Private room,110,365
Manhattan,Entire home_apt,164,0
Queens,Private room,42,0
Manhattan,Entire home_apt,325,310
Manhattan,Entire home_apt,140,0
Queens,Entire home_apt,75,0
Brooklyn,Private room,66,180
Brooklyn,Private room,66,170
Manhattan,Private room,95,15
Manhattan,Private room,115,326
Manhattan,Private room,60,0
Staten Island,Entire home_apt,800,365
Brooklyn,Entire home_apt,200,1
Queens,Private room,112,0
Queens,Entire home_apt,100,0
Queens,Private room,84,356
Queens,Private room,62,0
Brooklyn,Private room,35,0
Queens,Private room,62,354
Queens,Entire home_apt,115,0
Bronx,Entire home_apt,155,285
Brooklyn,Entire home_apt,165,0
Brooklyn,Private room,60,0
Brooklyn,Entire home_apt,400,14
Brooklyn,Entire home_apt,90,312
Manhattan,Private room,90,0
Brooklyn,Private room,75,0
Manhattan,Entire home_apt,1500,186
Brooklyn,Private room,55,0
Manhattan,Private room,120,180
Bronx,Private room,600,269
Brooklyn,Private room,72,102
Brooklyn,Private room,120,0
Manhattan,Entire home_apt,200,341
Brooklyn,Entire home_apt,99,0
Brooklyn,Private room,40,0
Manhattan,Entire home_apt,185,0
Manhattan,Private room,90,60
Manhattan,Entire home_apt,615,117
Manhattan,Entire home_apt,180,20
Brooklyn,Private room,75,0
Queens,Entire home_apt,80,71
Brooklyn,Entire home_apt,90,125
Manhattan,Entire home_apt,179,0
Brooklyn,Entire home_apt,269,0
Brooklyn,Entire home_apt,106,0
Manhattan,Private room,110,283
Bronx,Shared room,800,269
Manhattan,Private room,60,0
Manhattan,Entire home_apt,219,45
Manhattan,Entire home_apt,150,113
Manhattan,Entire home_apt,289,0
Manhattan,Private room,55,0
Manhattan,Private room,139,0
Queens,Entire home_apt,65,105
Manhattan,Entire home_apt,239,0
Manhattan,Private room,110,128
Manhattan,Private room,89,248
Bronx,Private room,0,127
Brooklyn,Entire home_apt,150,86
Queens,Shared room,45,365
Manhattan,Private room,55,0
Manhattan,Private room,55,91
Manhattan,Entire home_apt,164,307
Manhattan,Shared room,65,365
Brooklyn,Private room,63,6
Manhattan,Private room,70,89
Brooklyn,Entire home_apt,120,0
Manhattan,Private room,82,75
Manhattan,Private room,56,0
Brooklyn,Private room,80,0
Manhattan,Entire home_apt,139,82
Queens,Entire home_apt,110,295
Brooklyn,Private room,60,90
Manhattan,Private room,70,330
Manhattan,Private room,69,26
Brooklyn,Shared room,45,364
Manhattan,Private room,58,0
Brooklyn,Private room,110,358
Manhattan,Private room,80,179
Queens,Private room,51,28
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,273,116
Manhattan,Entire home_apt,212,239
Brooklyn,Private room,54,345
Brooklyn,Entire home_apt,170,164
Manhattan,Private room,102,0
Brooklyn,Private room,50,0
Brooklyn,Private room,85,164
Brooklyn,Private room,80,0
Brooklyn,Private room,50,0
Manhattan,Private room,86,0
Manhattan,Private room,136,0
Brooklyn,Shared room,79,180
Brooklyn,Entire home_apt,211,0
Bronx,Entire home_apt,70,129
Brooklyn,Shared room,159,180
Brooklyn,Private room,55,0
Brooklyn,Private room,119,180
Brooklyn,Entire home_apt,120,44
Manhattan,Entire home_apt,71,55
Manhattan,Entire home_apt,170,1
Brooklyn,Entire home_apt,70,61
Brooklyn,Private room,80,0
Manhattan,Private room,50,97
Manhattan,Private room,80,0
Manhattan,Entire home_apt,129,29
Manhattan,Entire home_apt,99,3
Manhattan,Private room,49,0
Brooklyn,Entire home_apt,125,0
Manhattan,Entire home_apt,150,0
Queens,Private room,30,0
Brooklyn,Entire home_apt,144,43
Bronx,Private room,55,171
Brooklyn,Entire home_apt,170,267
Manhattan,Entire home_apt,185,0
Queens,Entire home_apt,120,0
Manhattan,Entire home_apt,174,0
Brooklyn,Entire home_apt,125,91
Manhattan,Private room,60,0
Manhattan,Private room,73,0
Manhattan,Private room,105,38
Brooklyn,Entire home_apt,85,6
Manhattan,Entire home_apt,300,312
Manhattan,Private room,150,149
Brooklyn,Private room,130,0
Queens,Private room,80,0
Brooklyn,Entire home_apt,140,0
Brooklyn,Private room,75,129
Brooklyn,Entire home_apt,300,239
Manhattan,Shared room,69,196
Queens,Private room,53,279
Manhattan,Private room,79,0
Manhattan,Entire home_apt,409,40
Queens,Entire home_apt,600,220
Brooklyn,Private room,38,5
Manhattan,Entire home_apt,185,11
Brooklyn,Entire home_apt,175,178
Manhattan,Entire home_apt,115,0
Brooklyn,Private room,50,0
Brooklyn,Private room,75,41
Brooklyn,Private room,1000,0
Brooklyn,Entire home_apt,70,0
Brooklyn,Private room,85,0
Manhattan,Entire home_apt,250,0
Brooklyn,Private room,40,0
Brooklyn,Private room,50,1
Manhattan,Entire home_apt,162,0
Manhattan,Entire home_apt,250,145
Queens,Private room,35,0
Queens,Entire home_apt,295,188
Brooklyn,Private room,75,259
Queens,Shared room,45,365
Brooklyn,Private room,38,0
Manhattan,Private room,61,35
Manhattan,Entire home_apt,340,0
Manhattan,Entire home_apt,170,213
Manhattan,Private room,80,336
Brooklyn,Private room,94,0
Brooklyn,Private room,54,0
Brooklyn,Private room,80,0
Bronx,Entire home_apt,58,0
Manhattan,Entire home_apt,120,0
Queens,Private room,45,226
Brooklyn,Entire home_apt,120,193
Bronx,Private room,70,77
Brooklyn,Entire home_apt,215,0
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,72,21
Manhattan,Entire home_apt,181,0
Manhattan,Private room,85,355
Brooklyn,Private room,80,341
Manhattan,Private room,115,0
Brooklyn,Private room,50,364
Brooklyn,Entire home_apt,255,326
Brooklyn,Entire home_apt,120,0
Brooklyn,Private room,61,0
Manhattan,Private room,65,3
Brooklyn,Private room,55,0
Brooklyn,Entire home_apt,298,189
Manhattan,Entire home_apt,672,266
Bronx,Entire home_apt,100,10
Brooklyn,Entire home_apt,199,0
Queens,Private room,60,177
Manhattan,Entire home_apt,130,0
Brooklyn,Private room,80,0
Manhattan,Entire home_apt,200,0
Brooklyn,Private room,66,88
Brooklyn,Entire home_apt,165,226
Manhattan,Entire home_apt,350,0
Queens,Private room,85,177
Brooklyn,Entire home_apt,150,0
Queens,Entire home_apt,100,294
Manhattan,Private room,90,63
Manhattan,Private room,144,94
Brooklyn,Private room,90,0
Brooklyn,Entire home_apt,210,0
Manhattan,Entire home_apt,350,10
Staten Island,Private room,68,57
Queens,Private room,60,0
Queens,Private room,60,250
Manhattan,Entire home_apt,127,0
Queens,Entire home_apt,60,273
Manhattan,Private room,60,0
Brooklyn,Entire home_apt,110,81
Bronx,Entire home_apt,69,193
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,125,0
Brooklyn,Private room,59,0
Manhattan,Entire home_apt,200,60
Brooklyn,Private room,70,0
Queens,Private room,60,0
Brooklyn,Private room,70,0
Brooklyn,Private room,50,0
Queens,Private room,65,188
Manhattan,Private room,120,76
Manhattan,Private room,95,0
Manhattan,Private room,70,0
Brooklyn,Entire home_apt,192,0
Brooklyn,Private room,60,68
Brooklyn,Entire home_apt,175,188
Brooklyn,Entire home_apt,295,208
Manhattan,Private room,50,0
Brooklyn,Private room,66,0
Manhattan,Entire home_apt,226,56
Manhattan,Private room,250,0
Manhattan,Private room,530,0
Queens,Entire home_apt,106,0
Brooklyn,Private room,40,341
Brooklyn,Shared room,34,365
Brooklyn,Entire home_apt,140,0
Brooklyn,Private room,50,0
Manhattan,Private room,125,178
Manhattan,Entire home_apt,245,46
Manhattan,Entire home_apt,400,364
Brooklyn,Entire home_apt,65,2
Manhattan,Private room,65,0
Queens,Private room,50,0
Brooklyn,Entire home_apt,80,0
Brooklyn,Private room,150,0
Manhattan,Private room,77,198
Manhattan,Private room,99,140
Manhattan,Entire home_apt,127,0
Queens,Private room,39,164
Manhattan,Private room,69,0
Manhattan,Entire home_apt,195,12
Manhattan,Private room,50,0
Queens,Entire home_apt,99,90
Manhattan,Private room,75,0
Brooklyn,Private room,89,246
Manhattan,Entire home_apt,265,118
Brooklyn,Entire home_apt,400,97
Manhattan,Entire home_apt,160,39
Manhattan,Shared room,75,0
Brooklyn,Entire home_apt,175,0
Brooklyn,Private room,55,0
Brooklyn,Entire home_apt,105,18
Manhattan,Entire home_apt,495,343
Brooklyn,Entire home_apt,34,247
Brooklyn,Private room,0,0
Manhattan,Entire home_apt,233,365
Manhattan,Private room,85,305
Manhattan,Private room,133,0
Brooklyn,Private room,70,324
Brooklyn,Private room,70,350
Brooklyn,Private room,60,355
Brooklyn,Entire home_apt,300,51
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,72,0
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,80,0
Brooklyn,Private room,74,49
Manhattan,Entire home_apt,190,0
Manhattan,Private room,78,0
Manhattan,Entire home_apt,250,0
Manhattan,Private room,198,263
Queens,Entire home_apt,220,0
Manhattan,Private room,75,0
Brooklyn,Entire home_apt,110,0
Bronx,Entire home_apt,105,6
Queens,Entire home_apt,250,1
Brooklyn,Private room,150,266
Staten Island,Private room,32,333
Manhattan,Entire home_apt,260,26
Manhattan,Private room,70,0
Manhattan,Entire home_apt,115,0
Queens,Private room,80,177
Brooklyn,Private room,50,0
Brooklyn,Private room,47,0
Brooklyn,Entire home_apt,97,0
Manhattan,Private room,95,1
Brooklyn,Private room,35,342
Manhattan,Private room,65,0
Brooklyn,Private room,45,342
Brooklyn,Private room,60,0
Queens,Private room,99,0
Queens,Private room,35,363
Queens,Entire home_apt,150,0
Manhattan,Private room,50,0
Manhattan,Private room,50,3
Manhattan,Entire home_apt,151,0
Queens,Private room,44,0
Queens,Private room,38,0
Manhattan,Entire home_apt,325,156
Manhattan,Entire home_apt,300,0
Brooklyn,Entire home_apt,139,67
Bronx,Entire home_apt,175,0
Manhattan,Entire home_apt,168,0
Manhattan,Entire home_apt,250,0
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Entire home_apt,160,0
Manhattan,Private room,449,357
Brooklyn,Private room,90,0
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,350,0
Manhattan,Private room,55,164
Brooklyn,Private room,70,0
Brooklyn,Entire home_apt,275,310
Manhattan,Private room,79,0
Staten Island,Private room,70,365
Manhattan,Private room,40,0
Brooklyn,Entire home_apt,105,239
Brooklyn,Private room,70,0
Queens,Entire home_apt,60,0
Brooklyn,Private room,64,0
Queens,Entire home_apt,250,311
Brooklyn,Private room,75,330
Manhattan,Entire home_apt,275,0
Bronx,Entire home_apt,100,26
Bronx,Private room,50,148
Brooklyn,Private room,49,0
Brooklyn,Entire home_apt,125,0
Manhattan,Entire home_apt,130,364
Brooklyn,Entire home_apt,118,0
Manhattan,Entire home_apt,150,333
Manhattan,Entire home_apt,300,58
Brooklyn,Private room,49,191
Brooklyn,Entire home_apt,245,5
Brooklyn,Private room,60,0
Brooklyn,Entire home_apt,160,0
Manhattan,Entire home_apt,275,318
Manhattan,Entire home_apt,120,1
Brooklyn,Entire home_apt,150,9
Manhattan,Private room,59,0
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,154,0
Brooklyn,Entire home_apt,174,0
Manhattan,Entire home_apt,250,81
Manhattan,Entire home_apt,200,2
Bronx,Shared room,60,0
Brooklyn,Private room,85,281
Brooklyn,Entire home_apt,120,10
Manhattan,Entire home_apt,115,76
Brooklyn,Private room,47,320
Manhattan,Entire home_apt,150,1
Brooklyn,Entire home_apt,140,0
Brooklyn,Private room,65,64
Manhattan,Private room,140,82
Brooklyn,Private room,47,317
Brooklyn,Entire home_apt,100,0
Manhattan,Shared room,70,15
Queens,Entire home_apt,62,178
Manhattan,Private room,188,0
Brooklyn,Entire home_apt,185,0
Manhattan,Private room,252,327
Brooklyn,Private room,44,0
Brooklyn,Entire home_apt,180,0
Brooklyn,Private room,50,6
Manhattan,Entire home_apt,799,359
Brooklyn,Entire home_apt,180,60
Manhattan,Entire home_apt,180,0
Brooklyn,Private room,170,354
Manhattan,Entire home_apt,186,0
Manhattan,Private room,82,326
Queens,Private room,90,83
Manhattan,Entire home_apt,172,0
Brooklyn,Private room,60,254
Brooklyn,Private room,0,0
Manhattan,Private room,52,0
Brooklyn,Entire home_apt,184,0
Manhattan,Entire home_apt,145,68
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,100,0
Brooklyn,Entire home_apt,74,61
Manhattan,Entire home_apt,200,38
Manhattan,Entire home_apt,175,55
Manhattan,Entire home_apt,130,0
Brooklyn,Private room,48,9
Manhattan,Private room,200,0
Manhattan,Entire home_apt,205,332
Queens,Entire home_apt,90,180
Brooklyn,Entire home_apt,130,295
Brooklyn,Private room,149,0
Manhattan,Private room,389,357
Manhattan,Private room,250,0
Manhattan,Entire home_apt,699,324
Brooklyn,Private room,67,0
Manhattan,Entire home_apt,135,0
Brooklyn,Private room,90,0
Manhattan,Private room,83,0
Brooklyn,Private room,37,71
Manhattan,Private room,65,81
Brooklyn,Entire home_apt,0,73
Brooklyn,Entire home_apt,100,0
Manhattan,Entire home_apt,270,234
Brooklyn,Private room,35,263
Manhattan,Entire home_apt,120,0
Brooklyn,Private room,67,0
Manhattan,Private room,85,0
Manhattan,Entire home_apt,225,0
Brooklyn,Private room,200,179
Manhattan,Private room,389,357
Brooklyn,Entire home_apt,182,28
Queens,Private room,54,361
Manhattan,Entire home_apt,400,26
Queens,Private room,50,0
Manhattan,Shared room,125,0
Queens,Entire home_apt,140,42
Brooklyn,Private room,0,176
Brooklyn,Private room,0,232
Brooklyn,Private room,0,222
Manhattan,Entire home_apt,99,0
Brooklyn,Private room,105,46
Manhattan,Entire home_apt,139,25
Brooklyn,Private room,100,74
Brooklyn,Entire home_apt,130,134
Manhattan,Entire home_apt,229,364
Manhattan,Private room,77,200
Brooklyn,Private room,75,0
Manhattan,Entire home_apt,65,0
Brooklyn,Private room,80,0
Brooklyn,Private room,125,365
Brooklyn,Private room,65,109
Manhattan,Entire home_apt,220,91
Brooklyn,Private room,150,0
Brooklyn,Private room,60,365
Brooklyn,Entire home_apt,180,0
Manhattan,Private room,165,0
Manhattan,Private room,75,0
Manhattan,Private room,100,90
Brooklyn,Entire home_apt,120,0
Brooklyn,Entire home_apt,179,185
Queens,Private room,125,179
Manhattan,Shared room,49,26
Manhattan,Shared room,49,22
Brooklyn,Private room,90,0
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,499,240
Brooklyn,Private room,36,231
Brooklyn,Entire home_apt,5000,0
Manhattan,Entire home_apt,275,171
Brooklyn,Entire home_apt,80,54
Bronx,Private room,35,156
Brooklyn,Private room,90,0
Brooklyn,Private room,50,179
Brooklyn,Private room,250,173
Brooklyn,Private room,140,173
Manhattan,Shared room,125,0
Brooklyn,Private room,50,244
Manhattan,Private room,150,0
Brooklyn,Private room,59,0
Brooklyn,Entire home_apt,85,5
Brooklyn,Private room,60,178
Manhattan,Private room,110,82
Brooklyn,Private room,37,359
Brooklyn,Private room,90,0
Manhattan,Entire home_apt,180,0
Brooklyn,Entire home_apt,111,0
Brooklyn,Private room,150,0
Brooklyn,Entire home_apt,135,0
Manhattan,Private room,120,337
Brooklyn,Entire home_apt,241,0
Brooklyn,Private room,69,178
Brooklyn,Private room,150,0
Brooklyn,Entire home_apt,94,0
Manhattan,Entire home_apt,130,0
Manhattan,Entire home_apt,135,0
Manhattan,Private room,70,225
Manhattan,Entire home_apt,290,0
Brooklyn,Private room,95,0
Brooklyn,Private room,53,0
Brooklyn,Private room,58,0
Brooklyn,Private room,80,0
Brooklyn,Private room,33,245
Queens,Entire home_apt,198,365
Staten Island,Private room,55,114
Brooklyn,Private room,150,169
Manhattan,Private room,100,34
Brooklyn,Entire home_apt,129,211
Manhattan,Entire home_apt,138,93
Brooklyn,Private room,40,306
Queens,Private room,35,348
Queens,Private room,50,249
Brooklyn,Private room,40,298
Brooklyn,Private room,57,0
Manhattan,Private room,115,0
Queens,Entire home_apt,80,115
